-0.534124028,1.449618907
2.906961094,0.546469278
2.607485627,1.449377953
1.430302879,2.100612618
0.23533732,2.595065136
-1.42991282,1.040998022
-0.234978276,0.54665854
-1.711388206,2.100841717
-2.906704785,2.594992418
1.71162273,1.040731874
0.534446889,1.692088957
-2.607179655,1.692098268
1.862090961,1.966608533
-0.411299383,1.838928515
-1.279526079,1.966886329
-2.539478745,0.486873016
-2.729917888,1.302764879
2.539927331,2.654608781
2.730246175,1.838706265
0.601580657,0.486843293
0.411598035,1.302789412
-0.601418726,2.654860887
-1.861721429,1.174944794
1.279787251,1.174744397
2.911473548,1.546512315
0.106319328,2.910123529
-0.230124144,1.54670029
-1.545777695,1.340713618
3.036633345,0.23144268
1.546123851,1.800882927
-3.036387569,2.910016114
1.595784324,1.340460584
-0.105949181,0.231603193
-1.595501867,1.801129263
-2.911161598,1.594949538
0.230437851,1.595023851
-1.303271655,0.731069277
2.283952619,1.393386268
1.83825061,0.730793351
0.232831702,2.27035306
0.857982579,1.748017945
-0.23249414,0.871369731
-0.857650206,1.393661426
-2.908989041,2.270279015
-2.283656583,1.748117711
2.909275383,0.871181679
1.303724625,2.410557807
-1.83808632,2.410763683
-2.216475835,1.107350595
2.582455242,2.13922445
0.924988174,1.107232468
-0.877621038,2.366562879
0.559316647,1.002238699
0.877823394,0.775116308
-0.559050613,2.139469811
2.263915361,2.366284491
-2.582096401,1.002256307
-2.263501709,0.775222519
2.216844427,2.034161261
-0.92472789,2.034440781
-3.000660198,1.040815975
1.80596749,2.594890838
0.140778067,1.040915243
-1.036364563,1.692235164
1.335835169,0.546457617
1.036666186,1.449425057
-1.335744403,2.595166035
2.105226136,1.691952408
-1.80544737,0.546668964
-2.104896438,1.449571165
3.000985298,2.10064446
-0.140476112,2.100811823
0.713126709,1.39349394
0.26733682,0.730964809
-2.428416438,1.393554088
1.338310951,0.871169584
2.874298969,2.41056444
-1.338110733,2.270452976
-2.873948751,0.730899868
-1.80312369,0.871381354
-0.26706681,2.410758837
1.803543633,2.270178502
-0.712827321,1.748199784
2.428747342,1.747936626
1.801232453,1.594850158
-0.024660692,1.801076496
-1.340361596,1.595124291
-1.675910556,0.231639401
-3.116560977,1.340522547
1.676786599,2.909938366
3.116874273,1.800935735
1.465001982,0.231405965
0.024972534,1.340651133
-1.465262224,2.910201314
-1.800914657,1.546712176
1.340672998,1.546500125
0.646127476,2.034280377
-0.69289316,0.775300404
-2.495604611,2.03432111
2.130208552,1.002105373
-2.448586154,2.36645097
-2.129969539,2.139416071
2.448808204,0.775038296
-1.011397132,1.002387883
0.693289712,2.366396191
1.011780615,2.139276022
-0.645774168,1.107419147
2.495877515,1.107163566
2.850665942,1.174744558
0.96949416,2.654670077
-0.291009749,1.174944151
-1.159156395,1.302918201
2.172673637,0.486717413
1.159503338,1.838728522
-2.172576066,2.654799529
1.982429445,1.302635248
-0.968976441,0.486998734
-1.982149876,1.838903779
-2.85036823,1.966717774
0.291339412,1.966776323
